series_id                     	year	period	       value	footnote_codes
JTS100000000000004QUR         	2006	M08	         2.3	
JTS100000000000004QUR         	2006	M09	         2.1	
JTS100000000000004QUR         	2006	M10	         2.2	
JTS100000000000004QUR         	2006	M11	         2.3	
JTS100000000000004QUR         	2006	M12	         2.3	
JTS100000000000004QUR         	2007	M01	         2.3	
JTS100000000000004QUR         	2007	M02	         2.1	
JTS100000000000004QUR         	2007	M03	         2.3	
JTS100000000000004QUR         	2007	M04	         2.3	
JTS100000000000004QUR         	2007	M05	         2.5	
JTS100000000000004QUR         	2007	M06	         2.3	
JTS100000000000004QUR         	2007	M07	         2.3	
JTS100000000000004QUR         	2007	M08	         2.5	
JTS100000000000004QUR         	2007	M09	         2.2	
JTS100000000000004QUR         	2007	M10	         2.3	
JTS100000000000004QUR         	2007	M11	         2.3	
JTS100000000000004QUR         	2007	M12	         2.1	
JTS100000000000004QUR         	2008	M01	         2.2	
JTS100000000000004QUR         	2008	M02	         2.3	
JTS100000000000004QUR         	2008	M03	         2.1	
JTS100000000000004QUR         	2008	M04	         2.1	
JTS100000000000004QUR         	2008	M05	         2.0	
JTS100000000000004QUR         	2008	M06	         2.0	
JTS100000000000004QUR         	2008	M07	         1.8	
JTS100000000000004QUR         	2008	M08	         1.7	
JTS100000000000004QUR         	2008	M09	         1.7	
JTS100000000000004QUR         	2008	M10	         1.6	
JTS100000000000004QUR         	2008	M11	         1.4	
JTS100000000000004QUR         	2008	M12	         1.6	
JTS100000000000004QUR         	2009	M01	         1.3	
JTS100000000000004QUR         	2009	M02	         1.3	
JTS100000000000004QUR         	2009	M03	         1.1	
JTS100000000000004QUR         	2009	M04	         1.2	
JTS100000000000004QUR         	2009	M05	         1.1	
JTS100000000000004QUR         	2009	M06	         1.2	
JTS100000000000004QUR         	2009	M07	         1.2	
JTS100000000000004QUR         	2009	M08	         1.2	
JTS100000000000004QUR         	2009	M09	         1.2	
JTS100000000000004QUR         	2009	M10	         1.3	
JTS100000000000004QUR         	2009	M11	         1.2	
JTS100000000000004QUR         	2009	M12	         1.3	
JTS100000000000004QUR         	2010	M01	         1.5	
JTS100000000000004QUR         	2010	M02	         1.3	
JTS100000000000004QUR         	2010	M03	         1.4	
JTS100000000000004QUR         	2010	M04	         1.3	
JTS100000000000004QUR         	2010	M05	         1.4	
JTS100000000000004QUR         	2010	M06	         1.4	
JTS100000000000004QUR         	2010	M07	         1.4	
JTS100000000000004QUR         	2010	M08	         1.5	
JTS100000000000004QUR         	2010	M09	         1.4	
JTS100000000000004QUR         	2010	M10	         1.5	
JTS100000000000004QUR         	2010	M11	         1.5	
JTS100000000000004QUR         	2010	M12	         1.5	
JTS100000000000004QUR         	2011	M01	         1.5	
JTS100000000000004QUR         	2011	M02	         1.7	
JTS100000000000004QUR         	2011	M03	         1.7	
JTS100000000000004QUR         	2011	M04	         1.6	
JTS100000000000004QUR         	2011	M05	         1.6	
JTS100000000000004QUR         	2011	M06	         1.6	
JTS100000000000004QUR         	2011	M07	         1.7	
JTS100000000000004QUR         	2011	M08	         1.6	
JTS100000000000004QUR         	2011	M09	         1.6	
JTS100000000000004QUR         	2011	M10	         1.4	
JTS100000000000004QUR         	2011	M11	         1.5	
JTS100000000000004QUR         	2011	M12	         1.4	
JTS100000000000004QUR         	2012	M01	         1.5	
JTS100000000000004QUR         	2012	M02	         1.5	
JTS100000000000004QUR         	2012	M03	         1.5	
JTS100000000000004QUR         	2012	M04	         1.8	
JTS100000000000004QUR         	2012	M05	         1.9	
JTS100000000000004QUR         	2012	M06	         1.7	
JTS100000000000004QUR         	2012	M07	         1.5	
JTS100000000000004QUR         	2012	M08	         1.5	
JTS100000000000004QUR         	2012	M09	         1.5	
JTS100000000000004QUR         	2012	M10	         1.4	
JTS100000000000004QUR         	2012	M11	         1.4	
JTS100000000000004QUR         	2012	M12	         1.5	
JTS100000000000004QUR         	2013	M01	         1.6	
JTS100000000000004QUR         	2013	M02	         1.5	
JTS100000000000004QUR         	2013	M03	         1.5	
JTS100000000000004QUR         	2013	M04	         1.6	
JTS100000000000004QUR         	2013	M05	         1.9	
JTS100000000000004QUR         	2013	M06	         1.7	
JTS100000000000004QUR         	2013	M07	         1.9	
JTS100000000000004QUR         	2013	M08	         1.9	
JTS100000000000004QUR         	2013	M09	         1.7	
JTS100000000000004QUR         	2013	M10	         1.7	
JTS100000000000004QUR         	2013	M11	         1.8	
JTS100000000000004QUR         	2013	M12	         1.6	
JTS100000000000004QUR         	2014	M01	         1.7	
JTS100000000000004QUR         	2014	M02	         1.8	
JTS100000000000004QUR         	2014	M03	         1.8	
JTS100000000000004QUR         	2014	M04	         1.9	
JTS100000000000004QUR         	2014	M05	         1.8	
JTS100000000000004QUR         	2014	M06	         1.9	
JTS100000000000004QUR         	2014	M07	         1.9	
JTS100000000000004QUR         	2014	M08	         1.9	
JTS100000000000004QUR         	2014	M09	         2.0	
JTS100000000000004QUR         	2014	M10	         2.0	
JTS100000000000004QUR         	2014	M11	         1.6	
JTS100000000000004QUR         	2014	M12	         1.7	
JTS100000000000004QUR         	2015	M01	         2.0	
JTS100000000000004QUR         	2015	M02	         1.8	
JTS100000000000004QUR         	2015	M03	         1.7	
JTS100000000000004QUR         	2015	M04	         1.9	
JTS100000000000004QUR         	2015	M05	         1.8	
JTS100000000000004QUR         	2015	M06	         1.9	
JTS100000000000004QUR         	2015	M07	         1.8	
JTS100000000000004QUR         	2015	M08	         1.9	
JTS100000000000004QUR         	2015	M09	         1.9	
JTS100000000000004QUR         	2015	M10	         2.0	
JTS100000000000004QUR         	2015	M11	         1.8	
JTS100000000000004QUR         	2015	M12	         2.2	
JTS100000000000004QUR         	2016	M01	         2.1	
JTS100000000000004QUR         	2016	M02	         2.0	
JTS100000000000004QUR         	2016	M03	         1.8	
JTS100000000000004QUR         	2016	M04	         2.0	
JTS100000000000004QUR         	2016	M05	         2.1	
JTS100000000000004QUR         	2016	M06	         2.0	
JTS100000000000004QUR         	2016	M07	         2.0	
JTS100000000000004QUR         	2016	M08	         2.0	
JTS100000000000004QUR         	2016	M09	         2.1	
JTS100000000000004QUR         	2016	M10	         2.0	
JTS100000000000004QUR         	2016	M11	         2.0	
JTS100000000000004QUR         	2016	M12	         1.9	
JTS100000000000004QUR         	2017	M01	         1.9	
JTS100000000000004QUR         	2017	M02	         1.9	
JTS100000000000004QUR         	2017	M03	         1.9	
JTS100000000000004QUR         	2017	M04	         2.0	
JTS100000000000004QUR         	2017	M05	         2.0	
JTS100000000000004QUR         	2017	M06	         2.4	
JTS100000000000004QUR         	2017	M07	         2.2	
JTS100000000000004QUR         	2017	M08	         2.4	
JTS100000000000004QUR         	2017	M09	         2.3	
JTS100000000000004QUR         	2017	M10	         2.5	
JTS100000000000004QUR         	2017	M11	         2.3	
JTS100000000000004QUR         	2017	M12	         2.1	
JTS100000000000004QUR         	2018	M01	         2.2	
JTS100000000000004QUR         	2018	M02	         2.4	
JTS100000000000004QUR         	2018	M03	         2.5	
JTS100000000000004QUR         	2018	M04	         2.5	
JTS100000000000004QUR         	2018	M05	         2.5	
JTS100000000000004QUR         	2018	M06	         2.6	
JTS100000000000004QUR         	2018	M07	         2.7	
JTS100000000000004QUR         	2018	M08	         2.4	
JTS100000000000004QUR         	2018	M09	         2.4	
JTS100000000000004QUR         	2018	M10	         2.5	
JTS100000000000004QUR         	2018	M11	         2.6	
JTS100000000000004QUR         	2018	M12	         2.5	
JTS100000000000004QUR         	2019	M01	         2.6	
JTS100000000000004QUR         	2019	M02	         2.7	
JTS100000000000004QUR         	2019	M03	         2.6	
JTS100000000000004QUR         	2019	M04	         2.4	
JTS100000000000004QUR         	2019	M05	         2.6	
JTS100000000000004QUR         	2019	M06	         2.4	
JTS100000000000004QUR         	2019	M07	         2.5	
JTS100000000000004QUR         	2019	M08	         2.6	
JTS100000000000004QUR         	2019	M09	         2.3	
JTS100000000000004QUR         	2019	M10	         2.3	
JTS100000000000004QUR         	2019	M11	         2.3	
JTS100000000000004QUR         	2019	M12	         2.2	
JTS100000000000004QUR         	2020	M01	         2.4	
JTS100000000000004QUR         	2020	M02	         2.3	
JTS100000000000004QUR         	2020	M03	         2.1	
JTS100000000000004QUR         	2020	M04	         2.0	
JTS100000000000004QUR         	2020	M05	         1.8	
JTS100000000000004QUR         	2020	M06	         2.3	
JTS100000000000004QUR         	2020	M07	         2.3	
JTS100000000000004QUR         	2020	M08	         2.2	
JTS100000000000004QUR         	2020	M09	         2.5	
JTS100000000000004QUR         	2020	M10	         2.3	
JTS100000000000004QUR         	2020	M11	         2.4	
JTS100000000000004QUR         	2020	M12	         2.6	P
JTS100000000000005QUL         	2000	M12	         117	
JTS100000000000005QUL         	2001	M01	         137	
JTS100000000000005QUL         	2001	M02	         127	
JTS100000000000005QUL         	2001	M03	         112	
JTS100000000000005QUL         	2001	M04	         164	
JTS100000000000005QUL         	2001	M05	         152	
JTS100000000000005QUL         	2001	M06	         150	
JTS100000000000005QUL         	2001	M07	         156	
JTS100000000000005QUL         	2001	M08	         150	
JTS100000000000005QUL         	2001	M09	         143	
JTS100000000000005QUL         	2001	M10	         152	
JTS100000000000005QUL         	2001	M11	         133	
JTS100000000000005QUL         	2001	M12	         148	
JTS100000000000005QUL         	2002	M01	         179	
JTS100000000000005QUL         	2002	M02	         163	
JTS100000000000005QUL         	2002	M03	         164	
JTS100000000000005QUL         	2002	M04	         160	
JTS100000000000005QUL         	2002	M05	         151	
JTS100000000000005QUL         	2002	M06	         149	
JTS100000000000005QUL         	2002	M07	         145	
JTS100000000000005QUL         	2002	M08	         148	
JTS100000000000005QUL         	2002	M09	         147	
JTS100000000000005QUL         	2002	M10	         145	
JTS100000000000005QUL         	2002	M11	         150	
JTS100000000000005QUL         	2002	M12	         138	
JTS100000000000005QUL         	2003	M01	         143	
JTS100000000000005QUL         	2003	M02	         135	
JTS100000000000005QUL         	2003	M03	         138	
JTS100000000000005QUL         	2003	M04	         136	
JTS100000000000005QUL         	2003	M05	         130	
JTS100000000000005QUL         	2003	M06	         132	
JTS100000000000005QUL         	2003	M07	         128	
JTS100000000000005QUL         	2003	M08	         122	
JTS100000000000005QUL         	2003	M09	         125	
JTS100000000000005QUL         	2003	M10	         133	
JTS100000000000005QUL         	2003	M11	         120	
JTS100000000000005QUL         	2003	M12	         126	
JTS100000000000005QUL         	2004	M01	         123	
JTS100000000000005QUL         	2004	M02	         116	
JTS100000000000005QUL         	2004	M03	         130	
JTS100000000000005QUL         	2004	M04	         130	
JTS100000000000005QUL         	2004	M05	         129	
JTS100000000000005QUL         	2004	M06	         138	
JTS100000000000005QUL         	2004	M07	         144	
JTS100000000000005QUL         	2004	M08	         150	
JTS100000000000005QUL         	2004	M09	         140	
JTS100000000000005QUL         	2004	M10	         143	
JTS100000000000005QUL         	2004	M11	         152	
JTS100000000000005QUL         	2004	M12	         159	
JTS100000000000005QUL         	2005	M01	         153	
JTS100000000000005QUL         	2005	M02	         150	
JTS100000000000005QUL         	2005	M03	         161	
JTS100000000000005QUL         	2005	M04	         155	
JTS100000000000005QUL         	2005	M05	         156	
JTS100000000000005QUL         	2005	M06	         154	
JTS100000000000005QUL         	2005	M07	         157	
JTS100000000000005QUL         	2005	M08	         156	
JTS100000000000005QUL         	2005	M09	         163	
JTS100000000000005QUL         	2005	M10	         163	
JTS100000000000005QUL         	2005	M11	         151	
JTS100000000000005QUL         	2005	M12	         170	
JTS100000000000005QUL         	2006	M01	         152	
JTS100000000000005QUL         	2006	M02	         168	
JTS100000000000005QUL         	2006	M03	         153	
JTS100000000000005QUL         	2006	M04	         136	
JTS100000000000005QUL         	2006	M05	         152	
JTS100000000000005QUL         	2006	M06	         162	
JTS100000000000005QUL         	2006	M07	         148	
JTS100000000000005QUL         	2006	M08	         148	
JTS100000000000005QUL         	2006	M09	         143	
JTS100000000000005QUL         	2006	M10	         140	
JTS100000000000005QUL         	2006	M11	         137	
JTS100000000000005QUL         	2006	M12	         140	
JTS100000000000005QUL         	2007	M01	         140	
JTS100000000000005QUL         	2007	M02	         135	
JTS100000000000005QUL         	2007	M03	         136	
JTS100000000000005QUL         	2007	M04	         136	
JTS100000000000005QUL         	2007	M05	         157	
JTS100000000000005QUL         	2007	M06	         140	
JTS100000000000005QUL         	2007	M07	         143	
JTS100000000000005QUL         	2007	M08	         157	
JTS100000000000005QUL         	2007	M09	         143	
JTS100000000000005QUL         	2007	M10	         146	
JTS100000000000005QUL         	2007	M11	         144	
JTS100000000000005QUL         	2007	M12	         133	
JTS100000000000005QUL         	2008	M01	         134	
JTS100000000000005QUL         	2008	M02	         165	
JTS100000000000005QUL         	2008	M03	         135	
JTS100000000000005QUL         	2008	M04	         144	
JTS100000000000005QUL         	2008	M05	         132	
JTS100000000000005QUL         	2008	M06	         149	
JTS100000000000005QUL         	2008	M07	         117	
JTS100000000000005QUL         	2008	M08	         155	
JTS100000000000005QUL         	2008	M09	         124	
JTS100000000000005QUL         	2008	M10	         124	
JTS100000000000005QUL         	2008	M11	         118	
JTS100000000000005QUL         	2008	M12	         104	
JTS100000000000005QUL         	2009	M01	         106	
JTS100000000000005QUL         	2009	M02	          98	
JTS100000000000005QUL         	2009	M03	         101	
JTS100000000000005QUL         	2009	M04	          83	
JTS100000000000005QUL         	2009	M05	          86	
JTS100000000000005QUL         	2009	M06	          82	
JTS100000000000005QUL         	2009	M07	          98	
JTS100000000000005QUL         	2009	M08	          78	
JTS100000000000005QUL         	2009	M09	          78	
JTS100000000000005QUL         	2009	M10	          88	
JTS100000000000005QUL         	2009	M11	          90	
JTS100000000000005QUL         	2009	M12	         123	
JTS100000000000005QUL         	2010	M01	         106	
JTS100000000000005QUL         	2010	M02	          96	
JTS100000000000005QUL         	2010	M03	          99	
JTS100000000000005QUL         	2010	M04	         101	
JTS100000000000005QUL         	2010	M05	          93	
JTS100000000000005QUL         	2010	M06	          97	
JTS100000000000005QUL         	2010	M07	          98	
JTS100000000000005QUL         	2010	M08	          84	
JTS100000000000005QUL         	2010	M09	         106	
JTS100000000000005QUL         	2010	M10	          95	
JTS100000000000005QUL         	2010	M11	          98	
JTS100000000000005QUL         	2010	M12	          97	
JTS100000000000005QUL         	2011	M01	         102	
JTS100000000000005QUL         	2011	M02	         110	
JTS100000000000005QUL         	2011	M03	         118	
JTS100000000000005QUL         	2011	M04	          96	
JTS100000000000005QUL         	2011	M05	          84	
JTS100000000000005QUL         	2011	M06	          97	
JTS100000000000005QUL         	2011	M07	         104	
JTS100000000000005QUL         	2011	M08	         107	
JTS100000000000005QUL         	2011	M09	         119	
JTS100000000000005QUL         	2011	M10	         113	
JTS100000000000005QUL         	2011	M11	         107	
JTS100000000000005QUL         	2011	M12	          99	
JTS100000000000005QUL         	2012	M01	          96	
JTS100000000000005QUL         	2012	M02	         118	
JTS100000000000005QUL         	2012	M03	         104	
JTS100000000000005QUL         	2012	M04	          96	
JTS100000000000005QUL         	2012	M05	         102	
JTS100000000000005QUL         	2012	M06	          99	
JTS100000000000005QUL         	2012	M07	          94	
JTS100000000000005QUL         	2012	M08	         102	
JTS100000000000005QUL         	2012	M09	          92	
JTS100000000000005QUL         	2012	M10	         101	
JTS100000000000005QUL         	2012	M11	         103	
JTS100000000000005QUL         	2012	M12	          99	
JTS100000000000005QUL         	2013	M01	         100	
JTS100000000000005QUL         	2013	M02	         106	
JTS100000000000005QUL         	2013	M03	         107	
JTS100000000000005QUL         	2013	M04	         112	
JTS100000000000005QUL         	2013	M05	         107	
JTS100000000000005QUL         	2013	M06	         109	
JTS100000000000005QUL         	2013	M07	         111	
JTS100000000000005QUL         	2013	M08	         106	
JTS100000000000005QUL         	2013	M09	         111	
JTS100000000000005QUL         	2013	M10	         107	
JTS100000000000005QUL         	2013	M11	         106	
JTS100000000000005QUL         	2013	M12	         105	
JTS100000000000005QUL         	2014	M01	         108	
JTS100000000000005QUL         	2014	M02	         112	
JTS100000000000005QUL         	2014	M03	         114	
JTS100000000000005QUL         	2014	M04	         122	
JTS100000000000005QUL         	2014	M05	         147	
JTS100000000000005QUL         	2014	M06	         137	
JTS100000000000005QUL         	2014	M07	         146	
JTS100000000000005QUL         	2014	M08	         138	
JTS100000000000005QUL         	2014	M09	         132	
JTS100000000000005QUL         	2014	M10	         136	
JTS100000000000005QUL         	2014	M11	         134	
JTS100000000000005QUL         	2014	M12	         136	
JTS100000000000005QUL         	2015	M01	         161	
JTS100000000000005QUL         	2015	M02	         140	
JTS100000000000005QUL         	2015	M03	         148	
JTS100000000000005QUL         	2015	M04	         137	
JTS100000000000005QUL         	2015	M05	         145	
JTS100000000000005QUL         	2015	M06	         135	
JTS100000000000005QUL         	2015	M07	         137	
JTS100000000000005QUL         	2015	M08	         153	
JTS100000000000005QUL         	2015	M09	         141	
JTS100000000000005QUL         	2015	M10	         135	
JTS100000000000005QUL         	2015	M11	         146	
JTS100000000000005QUL         	2015	M12	         160	
JTS100000000000005QUL         	2016	M01	         152	
JTS100000000000005QUL         	2016	M02	         151	
JTS100000000000005QUL         	2016	M03	         150	
JTS100000000000005QUL         	2016	M04	         167	
JTS100000000000005QUL         	2016	M05	         164	
JTS100000000000005QUL         	2016	M06	         157	
JTS100000000000005QUL         	2016	M07	         170	
JTS100000000000005QUL         	2016	M08	         161	
JTS100000000000005QUL         	2016	M09	         178	
JTS100000000000005QUL         	2016	M10	         178	
JTS100000000000005QUL         	2016	M11	         170	
JTS100000000000005QUL         	2016	M12	         177	
JTS100000000000005QUL         	2017	M01	         186	
JTS100000000000005QUL         	2017	M02	         189	
JTS100000000000005QUL         	2017	M03	         218	
JTS100000000000005QUL         	2017	M04	         179	
JTS100000000000005QUL         	2017	M05	         187	
JTS100000000000005QUL         	2017	M06	         205	
JTS100000000000005QUL         	2017	M07	         193	
JTS100000000000005QUL         	2017	M08	         218	
JTS100000000000005QUL         	2017	M09	         201	
JTS100000000000005QUL         	2017	M10	         201	
JTS100000000000005QUL         	2017	M11	         213	
JTS100000000000005QUL         	2017	M12	         199	
JTS100000000000005QUL         	2018	M01	         190	
JTS100000000000005QUL         	2018	M02	         210	
JTS100000000000005QUL         	2018	M03	         211	
JTS100000000000005QUL         	2018	M04	         211	
JTS100000000000005QUL         	2018	M05	         194	
JTS100000000000005QUL         	2018	M06	         205	
JTS100000000000005QUL         	2018	M07	         194	
JTS100000000000005QUL         	2018	M08	         197	
JTS100000000000005QUL         	2018	M09	         194	
JTS100000000000005QUL         	2018	M10	         216	
JTS100000000000005QUL         	2018	M11	         238	
JTS100000000000005QUL         	2018	M12	         219	
JTS100000000000005QUL         	2019	M01	         202	
JTS100000000000005QUL         	2019	M02	         207	
JTS100000000000005QUL         	2019	M03	         194	
JTS100000000000005QUL         	2019	M04	         200	
JTS100000000000005QUL         	2019	M05	         208	
JTS100000000000005QUL         	2019	M06	         200	
JTS100000000000005QUL         	2019	M07	         222	
JTS100000000000005QUL         	2019	M08	         212	
JTS100000000000005QUL         	2019	M09	         213	
JTS100000000000005QUL         	2019	M10	         209	
JTS100000000000005QUL         	2019	M11	         209	
JTS100000000000005QUL         	2019	M12	         215	
JTS100000000000005QUL         	2020	M01	         231	
JTS100000000000005QUL         	2020	M02	         252	
JTS100000000000005QUL         	2020	M03	         234	
JTS100000000000005QUL         	2020	M04	         154	
JTS100000000000005QUL         	2020	M05	         145	
JTS100000000000005QUL         	2020	M06	         179	
JTS100000000000005QUL         	2020	M07	         199	
JTS100000000000005QUL         	2020	M08	         192	
JTS100000000000005QUL         	2020	M09	         196	
JTS100000000000005QUL         	2020	M10	         213	
JTS100000000000005QUL         	2020	M11	         203	
JTS100000000000005QUL         	2020	M12	         227	P
JTS100000000000005QUR         	2000	M12	         1.5	
JTS100000000000005QUR         	2001	M01	         1.7	
JTS100000000000005QUR         	2001	M02	         1.4	
JTS100000000000005QUR         	2001	M03	         1.3	
JTS100000000000005QUR         	2001	M04	         1.8	
JTS100000000000005QUR         	2001	M05	         1.7	
JTS100000000000005QUR         	2001	M06	         1.6	
JTS100000000000005QUR         	2001	M07	         1.6	
JTS100000000000005QUR         	2001	M08	         1.6	
JTS100000000000005QUR         	2001	M09	         1.4	
JTS100000000000005QUR         	2001	M10	         1.5	
JTS100000000000005QUR         	2001	M11	         1.3	
JTS100000000000005QUR         	2001	M12	         1.4	
JTS100000000000005QUR         	2002	M01	         1.7	
JTS100000000000005QUR         	2002	M02	         1.6	
JTS100000000000005QUR         	2002	M03	         1.6	
JTS100000000000005QUR         	2002	M04	         1.5	
JTS100000000000005QUR         	2002	M05	         1.4	
JTS100000000000005QUR         	2002	M06	         1.4	
JTS100000000000005QUR         	2002	M07	         1.4	
JTS100000000000005QUR         	2002	M08	         1.4	
JTS100000000000005QUR         	2002	M09	         1.4	
JTS100000000000005QUR         	2002	M10	         1.3	
JTS100000000000005QUR         	2002	M11	         1.4	
JTS100000000000005QUR         	2002	M12	         1.3	
JTS100000000000005QUR         	2003	M01	         1.3	
JTS100000000000005QUR         	2003	M02	         1.2	
JTS100000000000005QUR         	2003	M03	         1.2	
JTS100000000000005QUR         	2003	M04	         1.3	
JTS100000000000005QUR         	2003	M05	         1.2	
JTS100000000000005QUR         	2003	M06	         1.3	
JTS100000000000005QUR         	2003	M07	         1.2	
JTS100000000000005QUR         	2003	M08	         1.2	
JTS100000000000005QUR         	2003	M09	         1.2	
JTS100000000000005QUR         	2003	M10	         1.3	
JTS100000000000005QUR         	2003	M11	         1.1	
JTS100000000000005QUR         	2003	M12	         1.3	
JTS100000000000005QUR         	2004	M01	         1.2	
JTS100000000000005QUR         	2004	M02	         1.1	
JTS100000000000005QUR         	2004	M03	         1.2	
JTS100000000000005QUR         	2004	M04	         1.2	
JTS100000000000005QUR         	2004	M05	         1.2	
JTS100000000000005QUR         	2004	M06	         1.3	
JTS100000000000005QUR         	2004	M07	         1.4	
JTS100000000000005QUR         	2004	M08	         1.4	
JTS100000000000005QUR         	2004	M09	         1.3	
JTS100000000000005QUR         	2004	M10	         1.3	
JTS100000000000005QUR         	2004	M11	         1.4	
JTS100000000000005QUR         	2004	M12	         1.4	
JTS100000000000005QUR         	2005	M01	         1.4	
JTS100000000000005QUR         	2005	M02	         1.3	
JTS100000000000005QUR         	2005	M03	         1.4	
JTS100000000000005QUR         	2005	M04	         1.4	
JTS100000000000005QUR         	2005	M05	         1.4	
JTS100000000000005QUR         	2005	M06	         1.4	
JTS100000000000005QUR         	2005	M07	         1.5	
JTS100000000000005QUR         	2005	M08	         1.4	
JTS100000000000005QUR         	2005	M09	         1.5	
JTS100000000000005QUR         	2005	M10	         1.5	
JTS100000000000005QUR         	2005	M11	         1.4	
JTS100000000000005QUR         	2005	M12	         1.6	
JTS100000000000005QUR         	2006	M01	         1.4	
JTS100000000000005QUR         	2006	M02	         1.6	
JTS100000000000005QUR         	2006	M03	         1.5	
JTS100000000000005QUR         	2006	M04	         1.3	
JTS100000000000005QUR         	2006	M05	         1.5	
JTS100000000000005QUR         	2006	M06	         1.6	
JTS100000000000005QUR         	2006	M07	         1.5	
JTS100000000000005QUR         	2006	M08	         1.5	
JTS100000000000005QUR         	2006	M09	         1.5	
JTS100000000000005QUR         	2006	M10	         1.4	
JTS100000000000005QUR         	2006	M11	         1.4	
JTS100000000000005QUR         	2006	M12	         1.5	
JTS100000000000005QUR         	2007	M01	         1.5	
JTS100000000000005QUR         	2007	M02	         1.4	
JTS100000000000005QUR         	2007	M03	         1.4	
JTS100000000000005QUR         	2007	M04	         1.4	
JTS100000000000005QUR         	2007	M05	         1.7	
JTS100000000000005QUR         	2007	M06	         1.5	
JTS100000000000005QUR         	2007	M07	         1.5	
JTS100000000000005QUR         	2007	M08	         1.7	
JTS100000000000005QUR         	2007	M09	         1.5	
JTS100000000000005QUR         	2007	M10	         1.6	
JTS100000000000005QUR         	2007	M11	         1.5	
JTS100000000000005QUR         	2007	M12	         1.4	
JTS100000000000005QUR         	2008	M01	         1.5	
JTS100000000000005QUR         	2008	M02	         1.8	
JTS100000000000005QUR         	2008	M03	         1.5	
JTS100000000000005QUR         	2008	M04	         1.6	
JTS100000000000005QUR         	2008	M05	         1.4	
JTS100000000000005QUR         	2008	M06	         1.6	
JTS100000000000005QUR         	2008	M07	         1.2	
JTS100000000000005QUR         	2008	M08	         1.7	
JTS100000000000005QUR         	2008	M09	         1.4	
JTS100000000000005QUR         	2008	M10	         1.4	
JTS100000000000005QUR         	2008	M11	         1.3	
JTS100000000000005QUR         	2008	M12	         1.1	
JTS100000000000005QUR         	2009	M01	         1.1	
JTS100000000000005QUR         	2009	M02	         1.1	
JTS100000000000005QUR         	2009	M03	         1.1	
JTS100000000000005QUR         	2009	M04	         1.0	
JTS100000000000005QUR         	2009	M05	         1.1	
JTS100000000000005QUR         	2009	M06	         1.0	
JTS100000000000005QUR         	2009	M07	         1.2	
JTS100000000000005QUR         	2009	M08	         1.0	
JTS100000000000005QUR         	2009	M09	         1.0	
JTS100000000000005QUR         	2009	M10	         1.0	
JTS100000000000005QUR         	2009	M11	         1.1	
JTS100000000000005QUR         	2009	M12	         1.4	
JTS100000000000005QUR         	2010	M01	         1.2	
JTS100000000000005QUR         	2010	M02	         1.1	
JTS100000000000005QUR         	2010	M03	         1.1	
JTS100000000000005QUR         	2010	M04	         1.2	
JTS100000000000005QUR         	2010	M05	         1.1	
JTS100000000000005QUR         	2010	M06	         1.2	
JTS100000000000005QUR         	2010	M07	         1.2	
JTS100000000000005QUR         	2010	M08	         1.0	
JTS100000000000005QUR         	2010	M09	         1.3	
JTS100000000000005QUR         	2010	M10	         1.1	
JTS100000000000005QUR         	2010	M11	         1.1	
JTS100000000000005QUR         	2010	M12	         1.1	
JTS100000000000005QUR         	2011	M01	         1.1	
JTS100000000000005QUR         	2011	M02	         1.3	
JTS100000000000005QUR         	2011	M03	         1.3	
JTS100000000000005QUR         	2011	M04	         1.2	
JTS100000000000005QUR         	2011	M05	         1.0	
JTS100000000000005QUR         	2011	M06	         1.2	
JTS100000000000005QUR         	2011	M07	         1.2	
JTS100000000000005QUR         	2011	M08	         1.3	
JTS100000000000005QUR         	2011	M09	         1.4	
JTS100000000000005QUR         	2011	M10	         1.3	
JTS100000000000005QUR         	2011	M11	         1.3	
JTS100000000000005QUR         	2011	M12	         1.2	
JTS100000000000005QUR         	2012	M01	         1.1	
JTS100000000000005QUR         	2012	M02	         1.4	
JTS100000000000005QUR         	2012	M03	         1.2	
JTS100000000000005QUR         	2012	M04	         1.2	
JTS100000000000005QUR         	2012	M05	         1.3	
JTS100000000000005QUR         	2012	M06	         1.2	
JTS100000000000005QUR         	2012	M07	         1.1	
JTS100000000000005QUR         	2012	M08	         1.2	
JTS100000000000005QUR         	2012	M09	         1.1	
JTS100000000000005QUR         	2012	M10	         1.2	
JTS100000000000005QUR         	2012	M11	         1.2	
JTS100000000000005QUR         	2012	M12	         1.1	
JTS100000000000005QUR         	2013	M01	         1.1	
JTS100000000000005QUR         	2013	M02	         1.2	
JTS100000000000005QUR         	2013	M03	         1.2	
JTS100000000000005QUR         	2013	M04	         1.3	
JTS100000000000005QUR         	2013	M05	         1.2	
JTS100000000000005QUR         	2013	M06	         1.3	
JTS100000000000005QUR         	2013	M07	         1.3	
JTS100000000000005QUR         	2013	M08	         1.2	
JTS100000000000005QUR         	2013	M09	         1.3	
JTS100000000000005QUR         	2013	M10	         1.2	
JTS100000000000005QUR         	2013	M11	         1.2	
JTS100000000000005QUR         	2013	M12	         1.2	
JTS100000000000005QUR         	2014	M01	         1.2	
JTS100000000000005QUR         	2014	M02	         1.2	
JTS100000000000005QUR         	2014	M03	         1.2	
JTS100000000000005QUR         	2014	M04	         1.4	
JTS100000000000005QUR         	2014	M05	         1.6	
JTS100000000000005QUR         	2014	M06	         1.5	
JTS100000000000005QUR         	2014	M07	         1.6	
